querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_22_RUC_O_B_Oscillatoriales_46_93.fa,6465829,93777,0.8616875,0.93441886,0.9854965,7503682,6919626,0.9344188544294157,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_24_DOB_U_A_Oscillatoriales_45_109.fa,4994612,405961,0.66957074,0.7218037,0.9187202,7459424,6919626,0.7218037506651371,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_25_DOB_D_A_Oscillatoriales_45_118.fa,4996076,405156,0.66916454,0.7220153,0.91890514,7466140,6919626,0.7220153227934574,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_26_ELK_O_A_Oscillatoriales_45_70.fa,5017087,407134,0.6484038,0.72505176,0.91885054,7737596,6919626,0.7250517585777034,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,6880266,72983,0.918321,0.9943118,0.9893924,7492223,6919626,0.9943118313041774,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,5015715,405217,0.6635158,0.72485346,0.9192105,7559300,6919626,0.7248534819656438,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,5018904,406607,0.6569644,0.7253143,0.9189849,7639537,6919626,0.7253143450238495,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_30_WIL_O_A_Oscillatoriales_45_52.fa,5035148,408323,0.6419673,0.72766185,0.91890544,7843309,6919626,0.7276618707427251,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_31_RDM_U_A_Oscillatoriales_45_70.fa,5006232,405875,0.66522247,0.723483,0.91892606,7525651,6919626,0.7234830321754384,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_32_RDM_D_A_Oscillatoriales_45_69.fa,5005590,405916,0.66497374,0.7233903,0.91890746,7527500,6919626,0.7233902525945767,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_33_LGB_O_A_Oscillatoriales_45_77.fa,5006766,406303,0.69172263,0.7235602,0.91884923,7238112,6919626,0.723560203976342,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_34_RAT_O_A_Oscillatoriales_45_70.fa,4983831,402854,0.667369,0.7202457,0.9191678,7467879,6919626,0.7202457184824729,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_35_SFW_U_B_Oscillatoriales_45_107.fa,5010674,406987,0.6599685,0.72412497,0.918776,7592293,6919626,0.7241249743844538,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_36_ELK_O_B_Oscillatoriales_45_119.fa,5017461,407356,0.64800787,0.7251058,0.91881233,7742901,6919626,0.7251058077416322,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_37_MFU_D_B_Oscillatoriales_45_91.fa,5019337,406747,0.66171163,0.7253769,0.918964,7585384,6919626,0.7253769206601628,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_38_RDM_U_B_Oscillatoriales_45_76.fa,5005660,405866,0.6639412,0.72340035,0.9189186,7539312,6919626,0.7234003687482532,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_39_LGB_O_B_Oscillatoriales_45_65.fa,5000900,405663,0.69141936,0.72271246,0.918882,7232803,6919626,0.7227124702982503,1
PH2015_08D_Oscillatoriales_46_1646.fa,PH2017_40_RAT_O_B_Oscillatoriales_45_128.fa,5001676,404305,0.66437507,0.72282463,0.9191661,7528392,6919626,0.7228246150875784,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_01D_Oscillatoriales_44_513.fa,2507393,350705,0.43637648,0.344878,0.8601316,5745940,7270377,0.43637646755796267,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_01D_Oscillatoriales_46_31.fa,4051542,278735,0.7947943,0.5572671,0.9312027,5097598,7270377,0.7947943325464267,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_01U_Oscillatoriales_44_212.fa,2544195,354773,0.42167178,0.3499399,0.8605559,6033591,7270377,0.4216717705923388,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_01U_Oscillatoriales_45_14.fa,5121569,350097,0.7235263,0.7044434,0.93164265,7078622,7270377,0.7235262738990724,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_02D_Oscillatoriales_45_1038.fa,4487191,337397,0.74461013,0.6171882,0.92480886,6026229,7270377,0.7446101035987845,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_02U_Oscillatoriales_45_393.fa,5255091,387165,0.71102047,0.7228086,0.92632574,7390914,7270377,0.7228085971332711,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_03D_Oscillatoriales_45_235.fa,5091632,358363,0.7072656,0.7003257,0.9296173,7199038,7270377,0.7072656096550678,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_03U_Oscillatoriales_45_708.fa,4882205,337756,0.72416806,0.6715202,0.930819,6741812,7270377,0.7241680723223964,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_04D_Oscillatoriales_45_965.fa,5043800,354818,0.7185466,0.6937467,0.92965263,7019447,7270377,0.7185466319497817,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_04U_Oscillatoriales_45_1042.fa,4699978,330505,0.74667907,0.6464559,0.92967945,6294509,7270377,0.7466790499465487,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_05S_Oscillatoriales_45_1152.fa,5213954,361821,0.74198735,0.71715045,0.93060523,7027012,7270377,0.7419873482498678,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_06S_Oscillatoriales_45_83.fa,2589845,350075,0.4081317,0.3562188,0.8648278,6345611,7270377,0.40813169921698633,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_06S_Oscillatoriales_46_2585.fa,6656000,108193,1.0177484,0.9154959,0.98374504,6539927,7270377,1.0177483632462565,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_07D_Oscillatoriales_45_11.fa,2007290,285530,0.3908454,0.2760916,0.8577535,5135765,7270377,0.3908453755185449,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_07D_Oscillatoriales_46_1245.fa,6928613,44135,1.0023876,0.95299226,0.99363005,6912109,7270377,1.0023876938283236,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_07U_Oscillatoriales_46_236.fa,7273986,7701,0.99667484,1.0004964,0.9989413,7298254,7270377,1.000496397917192,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_08D_Oscillatoriales_45_74.fa,2564088,353214,0.4116313,0.35267606,0.86224574,6229089,7270377,0.41163129953673805,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_08D_Oscillatoriales_46_1646.fa,6936929,72413,1.0025005,0.9541361,0.98956126,6919626,7270377,1.0025005686723532,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_08U_Oscillatoriales_46_180.fa,7269946,0,0.9999407,0.9999407,1.0,7270377,7270377,0.9999407183423913,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_09S_Oscillatoriales_45_247.fa,5279859,366577,0.7232424,0.7262153,0.93057066,7300262,7270377,0.7262152980512565,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_10S_Oscillatoriales_46_199.fa,4517598,312419,0.77394176,0.62137055,0.930844,5837129,7270377,0.7739417785695674,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_11S_Oscillatoriales_45_847.fa,5166510,359966,0.7349007,0.71062475,0.93032706,7030215,7270377,0.734900710717951,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_12D_Oscillatoriales_45_607.fa,5183209,359898,0.73101354,0.7129216,0.93056464,7090442,7270377,0.731013524967837,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_12U_Oscillatoriales_45_315.fa,5286022,366852,0.70846844,0.727063,0.93059963,7461196,7270377,0.7270629844917258,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_13D_Oscillatoriales_45_19.fa,2453857,341337,0.41525748,0.3375144,0.8608978,5909242,7270377,0.4152574898777204,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_13U_Oscillatoriales_45_97.fa,2328931,327095,0.41975155,0.32033154,0.8595514,5548356,7270377,0.41975154442144663,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2015_14S_Oscillatoriales_45_132.fa,2324530,325786,0.41110298,0.3197262,0.8598487,5654374,7270377,0.41110297974629906,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,5328202,370095,0.70650667,0.7328646,0.9305404,7541616,7270377,0.7328646093593221,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,5294764,370143,0.70521885,0.7282654,0.93009263,7507973,7270377,0.7282653980667028,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,4896320,336374,0.74904215,0.6734616,0.93130064,6536775,7270377,0.7490421499898651,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22.fa,4838567,337504,0.75186104,0.66551805,0.9302471,6435454,7270377,0.7518610186631743,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_05_CCC_O_A_Oscillatoriales_45_72.fa,5273432,366869,0.6844512,0.7253313,0.9304307,7704613,7270377,0.7253312998761963,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_06_SFM_O_A_s25_Oscillatoriales_45_22.fa,5049599,352077,0.7360178,0.6945443,0.9302763,6860702,7270377,0.7360178302453597,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_07_MST_O_A_s25_Oscillatoriales_45_20.fa,5181109,359346,0.71497923,0.7126328,0.930643,7246517,7270377,0.7149792100122031,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_08_TRC_O_A_Oscillatoriales_45_117.fa,5324178,369195,0.7042244,0.7323111,0.9306569,7560343,7270377,0.7323111304957088,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_09_SFU_O_A_Oscillatoriales_45_144.fa,5273070,364991,0.72899294,0.72528154,0.9307821,7233362,7270377,0.7289929634380251,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_10_PVI_O_A_Oscillatoriales_46_64.fa,7433515,9808,0.9838176,1.0224388,0.9986806,7555786,7270377,1.0224387263549057,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_11_PCY_U_A_Oscillatoriales_46_44.fa,7418062,9758,0.972892,1.0203133,0.9986846,7624754,7270377,1.0203132519812934,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_12_PCY_D_A_Oscillatoriales_46_131.fa,7460162,9852,0.9811736,1.0261039,0.9986794,7603305,7270377,1.026103873292953,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_13_LAR_U_A_Oscillatoriales_45_90.fa,5296813,366527,0.69917625,0.7285472,0.93080235,7575791,7270377,0.7285472266431301,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_14_LAR_D_A_Oscillatoriales_45_71.fa,5309346,367184,0.6998213,0.7302711,0.930842,7586717,7270377,0.7302710712250547,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_15_JOR_U_A_Oscillatoriales_45_73.fa,5279506,364601,0.6903762,0.7261667,0.93094033,7647288,7270377,0.726166744860686,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_16_JOR_D_A_Oscillatoriales_45_142.fa,5281343,366462,0.7181475,0.7264194,0.93061197,7354120,7270377,0.7264194140138812,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_17_BER_D_A_Oscillatoriales_45_133.fa,5287999,374386,0.69457227,0.7273349,0.9292008,7613317,7270377,0.7273349098678101,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_18_LLB_O_A_Oscillatoriales_45_52.fa,5308805,369872,0.70543736,0.73019665,0.93032855,7525551,7270377,0.7301966596780332,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_19_SFW_U_A_Oscillatoriales_45_100.fa,5291025,372111,0.6975068,0.72775114,0.9296713,7585625,7270377,0.7277511193711138,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_20_SFW_D_A_Oscillatoriales_45_54.fa,5295236,365932,0.697341,0.7283303,0.93089414,7593467,7270377,0.728330319046729,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_21_RUC_O_A_Oscillatoriales_46_74.fa,6827188,33063,0.9075028,0.9390418,0.9951572,7523049,7270377,0.939041813099926,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_22_RUC_O_B_Oscillatoriales_46_93.fa,6849210,33953,0.91277987,0.94207084,0.9950428,7503682,7270377,0.942070816960386,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_24_DOB_U_A_Oscillatoriales_45_109.fa,5289232,367474,0.7090671,0.7275045,0.9305241,7459424,7270377,0.7275045021736837,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_25_DOB_D_A_Oscillatoriales_45_118.fa,5287469,366640,0.7081931,0.727262,0.9306587,7466140,7270377,0.7272620113097299,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_26_ELK_O_A_Oscillatoriales_45_70.fa,5311698,367683,0.6864791,0.7305946,0.9307786,7737596,7270377,0.7305945757695922,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,7504556,9926,1.0016462,1.03221,0.9986773,7492223,7270377,1.0322100215710959,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,5318478,367951,0.7035675,0.73152715,0.9308165,7559300,7270377,0.7315271271352228,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,5328708,369706,0.69751716,0.73293424,0.93061996,7639537,7270377,0.7329342068506214,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_30_WIL_O_A_Oscillatoriales_45_52.fa,5342334,370797,0.6811327,0.7348084,0.9305927,7843309,7270377,0.7348083875155305,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_31_RDM_U_A_Oscillatoriales_45_70.fa,5301560,367982,0.7044653,0.7292001,0.93058985,7525651,7270377,0.7292001501435208,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_32_RDM_D_A_Oscillatoriales_45_69.fa,5296370,367845,0.7036028,0.7284863,0.9305477,7527500,7270377,0.7284862944521309,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_33_LGB_O_A_Oscillatoriales_45_77.fa,5275654,365520,0.7288716,0.7256369,0.9307157,7238112,7270377,0.7288715620869088,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_34_RAT_O_A_Oscillatoriales_45_70.fa,5270887,365999,0.70580775,0.72498125,0.93056214,7467879,7270377,0.7249812492529617,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_35_SFW_U_B_Oscillatoriales_45_107.fa,5302974,366958,0.698468,0.7293946,0.93080145,7592293,7270377,0.729394637994701,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_36_ELK_O_B_Oscillatoriales_45_119.fa,5318356,368454,0.68686867,0.73151034,0.9307203,7742901,7270377,0.7315103467124194,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_37_MFU_D_B_Oscillatoriales_45_91.fa,5325457,368904,0.7020682,0.732487,0.9307282,7585384,7270377,0.7324870498462459,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_38_RDM_U_B_Oscillatoriales_45_76.fa,5300070,367498,0.7029912,0.7289952,0.9306617,7539312,7270377,0.7289952089142008,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_39_LGB_O_B_Oscillatoriales_45_65.fa,5271711,365178,0.7288614,0.72509456,0.93072873,7232803,7270377,0.7288614109910087,1
PH2015_08U_Oscillatoriales_46_180.fa,PH2017_40_RAT_O_B_Oscillatoriales_45_128.fa,5289126,367491,0.7025572,0.72748995,0.9305195,7528392,7270377,0.7274899224620677,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_01D_Oscillatoriales_44_513.fa,2579610,348076,0.4489448,0.35335854,0.8650664,5745940,7300262,0.4489448201686756,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_01D_Oscillatoriales_46_31.fa,5001052,50638,0.9810605,0.685051,0.98987454,5097598,7300262,0.9810604916276254,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_01U_Oscillatoriales_44_212.fa,2641625,355343,0.4378197,0.36185345,0.86548316,6033591,7300262,0.4378196997443148,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_01U_Oscillatoriales_45_14.fa,6467747,74307,0.9137014,0.88596094,0.98851115,7078622,7300262,0.9137014238081932,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_02D_Oscillatoriales_45_1038.fa,5740974,112487,0.95266443,0.7864066,0.9804063,6026229,7300262,0.9526644274553788,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_02U_Oscillatoriales_45_393.fa,6781334,106299,0.917523,0.9289165,0.98432475,7390914,7300262,0.9289165238179123,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_03D_Oscillatoriales_45_235.fa,6550092,98631,0.90985656,0.8972407,0.984942,7199038,7300262,0.9098565669468615,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_03U_Oscillatoriales_45_708.fa,6169867,81207,0.9151645,0.8451569,0.9868381,6741812,7300262,0.9151644988023991,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_04D_Oscillatoriales_45_965.fa,6395799,94357,0.91115427,0.8761054,0.985247,7019447,7300262,0.911154254743999,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_04U_Oscillatoriales_45_1042.fa,5900690,85158,0.9374345,0.8082847,0.9855681,6294509,7300262,0.9374345163379701,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_05S_Oscillatoriales_45_1152.fa,6570533,80709,0.9350394,0.9000407,0.9877165,7027012,7300262,0.9350393880073067,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_06S_Oscillatoriales_45_83.fa,2753766,321294,0.4339639,0.37721467,0.8833256,6345611,7300262,0.43396388464404767,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_06S_Oscillatoriales_46_2585.fa,4853857,421675,0.7421883,0.6648881,0.9131258,6539927,7300262,0.7421882537832609,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_07D_Oscillatoriales_45_11.fa,2087628,287447,0.40648824,0.2859662,0.8623093,5135765,7300262,0.4064882252205854,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_07D_Oscillatoriales_46_1245.fa,5037955,377284,0.7288593,0.69010603,0.92511165,6912109,7300262,0.7288593105230257,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_07U_Oscillatoriales_46_236.fa,5241788,363097,0.71822494,0.71802735,0.93073034,7298254,7300262,0.718224934347311,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_08D_Oscillatoriales_45_74.fa,2670240,335108,0.42867264,0.36577317,0.87450266,6229089,7300262,0.42867263575781306,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_08D_Oscillatoriales_46_1646.fa,5057456,404486,0.73088574,0.69277734,0.92002183,6919626,7300262,0.730885744402949,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_08U_Oscillatoriales_46_180.fa,5278186,366740,0.72598517,0.7230132,0.9305178,7270377,7300262,0.7259851861877314,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_09S_Oscillatoriales_45_247.fa,7300099,0,0.99997765,0.99997765,1.0,7300262,7300262,0.9999776720342366,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_10S_Oscillatoriales_46_199.fa,5630927,60437,0.96467406,0.7713322,0.98926693,5837129,7300262,0.9646740717911151,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_11S_Oscillatoriales_45_847.fa,6541324,84223,0.9304586,0.8960396,0.98712444,7030215,7300262,0.9304585990613374,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_12D_Oscillatoriales_45_607.fa,6565654,85577,0.9259866,0.8993724,0.98696595,7090442,7300262,0.9259865604993314,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_12U_Oscillatoriales_45_315.fa,6734199,86394,0.9025629,0.9224599,0.9871709,7461196,7300262,0.9224599062335023,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_13D_Oscillatoriales_45_19.fa,2481911,339811,0.42000496,0.3399756,0.8630849,5909242,7300262,0.4200049684883442,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_13U_Oscillatoriales_45_97.fa,2354669,325239,0.4243904,0.32254583,0.8618749,5548356,7300262,0.4243903960019869,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2015_14S_Oscillatoriales_45_132.fa,2355600,324984,0.41659784,0.32267335,0.8620377,5654374,7300262,0.4165978408927319,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,6833168,65078,0.90606153,0.9360168,0.99047613,7541616,7300262,0.9360168169306801,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,6704680,88094,0.893008,0.9184164,0.9868608,7507973,7300262,0.9184163527281624,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,6174951,73636,0.9446479,0.8458533,0.988075,6536775,7300262,0.9446479341877302,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22.fa,6144908,68356,0.9548523,0.841738,0.988876,6435454,7300262,0.9548522916953489,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_05_CCC_O_A_Oscillatoriales_45_72.fa,6801419,92212,0.8827723,0.9316678,0.98644227,7704613,7300262,0.9316677949366748,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_06_SFM_O_A_s25_Oscillatoriales_45_22.fa,6394013,78200,0.9319765,0.87586075,0.9877698,6860702,7300262,0.9319764945336497,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_07_MST_O_A_s25_Oscillatoriales_45_20.fa,6708017,69858,0.92568845,0.9188735,0.9895859,7246517,7300262,0.9256884376314856,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_08_TRC_O_A_Oscillatoriales_45_117.fa,6868038,65508,0.90842944,0.94079334,0.9904619,7560343,7300262,0.9407933578274315,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_09_SFU_O_A_Oscillatoriales_45_144.fa,6732472,78415,0.9307528,0.9222233,0.9883527,7233362,7300262,0.9307528089980841,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_10_PVI_O_A_Oscillatoriales_46_64.fa,5329262,369376,0.70532197,0.7300097,0.9306891,7555786,7300262,0.7300096900631785,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_11_PCY_U_A_Oscillatoriales_46_44.fa,5331497,368976,0.69923526,0.73031586,0.93079317,7624754,7300262,0.730315843458769,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_12_PCY_D_A_Oscillatoriales_46_131.fa,5323618,369419,0.7001716,0.72923654,0.93060756,7603305,7300262,0.729236567125947,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_13_LAR_U_A_Oscillatoriales_45_90.fa,6766491,82034,0.89317286,0.9268833,0.9878764,7575791,7300262,0.9268833091195905,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_14_LAR_D_A_Oscillatoriales_45_71.fa,6783575,82316,0.8941384,0.9292235,0.9878654,7586717,7300262,0.929223499101813,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_15_JOR_U_A_Oscillatoriales_45_73.fa,6802059,81876,0.8894734,0.9317555,0.9879631,7647288,7300262,0.931755463023108,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_16_JOR_D_A_Oscillatoriales_45_142.fa,6720753,84129,0.9138759,0.92061806,0.9874822,7354120,7300262,0.9206180545300977,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_17_BER_D_A_Oscillatoriales_45_133.fa,6871709,90074,0.9025907,0.9412962,0.98689204,7613317,7300262,0.941296216491956,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_18_LLB_O_A_Oscillatoriales_45_52.fa,6727393,86760,0.89394027,0.9215276,0.98710346,7525551,7300262,0.9215276109268407,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_19_SFW_U_A_Oscillatoriales_45_100.fa,6770976,94622,0.8926062,0.9274977,0.98602533,7585625,7300262,0.9274976706315472,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_20_SFW_D_A_Oscillatoriales_45_54.fa,6769762,84532,0.8915245,0.9273314,0.9875133,7593467,7300262,0.9273313752300945,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_21_RUC_O_A_Oscillatoriales_46_74.fa,5356224,368020,0.71197516,0.73370296,0.93129116,7523049,7300262,0.7337029821669414,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_22_RUC_O_B_Oscillatoriales_46_93.fa,5347931,367002,0.7127076,0.732567,0.93137497,7503682,7300262,0.732566995540708,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_24_DOB_U_A_Oscillatoriales_45_109.fa,6784143,85822,0.90947276,0.9293013,0.9873496,7459424,7300262,0.9293013045285224,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_25_DOB_D_A_Oscillatoriales_45_118.fa,6777183,84933,0.9077225,0.9283479,0.9874678,7466140,7300262,0.9283479140885629,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_26_ELK_O_A_Oscillatoriales_45_70.fa,6814742,84706,0.88073117,0.9334928,0.98757017,7737596,7300262,0.9334927979297182,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,5303299,368189,0.7078405,0.72645324,0.9305736,7492223,7300262,0.7264532423630823,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,6857851,82709,0.90720713,0.93939793,0.98793954,7559300,7300262,0.9393979284579101,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,6828051,77862,0.89377815,0.9353159,0.98859674,7639537,7300262,0.9353158831833707,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_30_WIL_O_A_Oscillatoriales_45_52.fa,6915395,77481,0.88169354,0.9472804,0.9887959,7843309,7300262,0.9472803852793229,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_31_RDM_U_A_Oscillatoriales_45_70.fa,6751027,82857,0.89706886,0.92476505,0.98772675,7525651,7300262,0.9247650289811516,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_32_RDM_D_A_Oscillatoriales_45_69.fa,6755593,82117,0.89745504,0.9253905,0.9878446,7527500,7300262,0.9253904859852975,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_33_LGB_O_A_Oscillatoriales_45_77.fa,6721858,77854,0.9286756,0.9207694,0.9884178,7238112,7300262,0.9286755993828225,1
PH2015_09S_Oscillatoriales_45_247.fa,PH2017_34_RAT_O_A_Oscillatoriales_45_70.fa,6667089,82819,0.89276874,0.9132671,0.9875779,7467879,7300262,0.9132670854826854,1
