name1	name2	scaf_num	mean_popANI	mean_conANI	sum_pop_sites	sum_con_sites	frac_popSNPs	sd_popANI	sd_conANI	median_popANI	median_conANI	watershed_1	watershed_2	row_name	col_name	ani_dRep	ani99_dRep	SNV_mbp.1	pop_age.1	SNV_mbp.2	pop_age.2	pop_age_pair	riv_dist	euc_dist	mean_pi.1	median_pi.1	mean_pi.2	median_pi.2	pi_diff_mean	pi_avg_mean	pi_avg_median	watershed_diff
PH2015_03D	PH2017_09_SFU_O_A	172	0.99575549	0.990054816	25488	60922	0.418371032	0.002792151	0.003868153	0.99611716	0.990377576	39	1392	PH2015_03D_Oscillatoriales_45_235	PH2017_09_SFU_O_A_Oscillatoriales_45_144	0.983651	<0.99	4640.944964	Old	1321.772005	Young	Old-Young	75641.42734	38829.01861	0.001787846	8.70E-04	7.18E-04	5.35E-04	0.001069512	0.00125309	7.02E-04	1353
PH2015_03D	PH2017_13_LAR_U_A	174	0.995473356	0.98990502	25259	60302	0.418874996	0.003818251	0.00459984	0.996402105	0.990966158	39	228	PH2015_03D_Oscillatoriales_45_235	PH2017_13_LAR_U_A_Oscillatoriales_45_90	0.9830885	<0.99	4640.944964	Old	1271.109886	Young	Old-Young	119571.6406	66031.08053	0.001787846	8.70E-04	8.28E-04	6.38E-04	9.59E-04	0.001308116	7.54E-04	189
PH2015_03D	PH2017_14_LAR_D_A	174	0.995557376	0.990148531	24881	58943	0.422119675	0.003656528	0.004376785	0.996467892	0.991158026	39	228	PH2015_03D_Oscillatoriales_45_235	PH2017_14_LAR_D_A_Oscillatoriales_45_71	0.98317236	<0.99	4640.944964	Old	1127.433189	Young	Old-Young	119571.6406	66031.08053	0.001787846	8.70E-04	9.86E-04	8.08E-04	8.02E-04	0.001387007	8.39E-04	189
PH2015_03D	PH2017_15_JOR_U_A	174	0.996134114	0.98986837	22760	61140	0.372260386	0.003030038	0.004486173	0.996886193	0.990862357	39	12.2	PH2015_03D_Oscillatoriales_45_235	PH2017_15_JOR_U_A_Oscillatoriales_45_73	0.983067	<0.99	4640.944964	Old	1920.469587	Old	Old-Old	133314.0119	72462.22851	0.001787846	8.70E-04	9.96E-04	6.14E-04	7.92E-04	0.001391699	7.42E-04	26.8
PH2015_03D	PH2017_16_JOR_D_A	174	0.995437493	0.989571852	26012	63622	0.408852284	0.003862885	0.004859451	0.996350817	0.990604644	39	12.2	PH2015_03D_Oscillatoriales_45_235	PH2017_16_JOR_D_A_Oscillatoriales_45_142	0.9833358	<0.99	4640.944964	Old	1165.764845	Young	Old-Young	133314.0119	72462.22851	0.001787846	8.70E-04	6.74E-04	5.76E-04	0.001113516	0.001231088	7.23E-04	26.8
PH2015_03D	PH2017_17_BER_D_A	174	0.996978534	0.989177267	18541	67465	0.274823983	0.002292906	0.004663994	0.997389984	0.989860935	39	22	PH2015_03D_Oscillatoriales_45_235	PH2017_17_BER_D_A_Oscillatoriales_45_133	0.98049355	<0.99	4640.944964	Old	4599.262638	Old	Old-Old	126252.923	69728.89843	0.001787846	8.70E-04	0.001668937	7.72E-04	1.19E-04	0.001728392	8.21E-04	17
PH2015_03D	PH2017_18_LLB_O_A	174	0.995180726	0.989848322	26503	60471	0.438276199	0.003891199	0.004527548	0.996213203	0.990733189	39	34.5	PH2015_03D_Oscillatoriales_45_235	PH2017_18_LLB_O_A_Oscillatoriales_45_52	0.98300135	<0.99	4640.944964	Old	1145.794856	Young	Old-Young	207070.7748	71096.11189	0.001787846	8.70E-04	6.36E-04	5.04E-04	0.001152213	0.001211739	6.87E-04	4.5
PH2015_03D	PH2017_19_SFW_U_A	174	0.997097197	0.989661534	16886	63834	0.264529874	0.002813373	0.004304093	0.997667895	0.990632311	39	150	PH2015_03D_Oscillatoriales_45_235	PH2017_19_SFW_U_A_Oscillatoriales_45_100	0.98144865	<0.99	4640.944964	Old	4325.579974	Old	Old-Old	23588.00138	12835.90083	0.001787846	8.70E-04	0.001324066	7.13E-04	4.64E-04	0.001555956	7.91E-04	111
PH2015_03D	PH2017_20_SFW_D_A	174	0.995547831	0.990054139	25556	60121	0.425076097	0.003325809	0.004218585	0.996332723	0.990973276	39	150	PH2015_03D_Oscillatoriales_45_235	PH2017_20_SFW_D_A_Oscillatoriales_45_54	0.98291737	<0.99	4640.944964	Old	1208.519385	Young	Old-Young	23588.00138	12835.90083	0.001787846	8.70E-04	8.67E-04	6.72E-04	9.21E-04	0.001327261	7.71E-04	111
PH2015_03D	PH2017_24_DOB_U_A	174	0.995404282	0.989677939	25794	62328	0.413842896	0.003796522	0.004739261	0.996383374	0.990686635	39	96	PH2015_03D_Oscillatoriales_45_235	PH2017_24_DOB_U_A_Oscillatoriales_45_109	0.983229	<0.99	4640.944964	Old	981.74609	Young	Old-Young	158767.9167	40254.47264	0.001787846	8.70E-04	7.15E-04	6.35E-04	0.001073206	0.001251243	7.52E-04	57
PH2015_03D	PH2017_25_DOB_D_A	174	0.99539041	0.989640345	25786	62348	0.413581831	0.003835962	0.004814418	0.996362804	0.990740405	39	96	PH2015_03D_Oscillatoriales_45_235	PH2017_25_DOB_D_A_Oscillatoriales_45_118	0.98316264	<0.99	4640.944964	Old	984.5606522	Young	Old-Young	158767.9167	40254.47264	0.001787846	8.70E-04	7.26E-04	6.43E-04	0.001061903	0.001256894	7.56E-04	57
PH2015_03D	PH2017_26_ELK_O_A	174	0.995541806	0.990085679	25046	59764	0.419081721	0.003673124	0.004349073	0.996330852	0.990937441	39	1590	PH2015_03D_Oscillatoriales_45_235	PH2017_26_ELK_O_A_Oscillatoriales_45_70	0.9830757	<0.99	4640.944964	Old	1321.101872	Young	Old-Young	92437.37854	50331.63717	0.001787846	8.70E-04	8.63E-04	6.45E-04	9.25E-04	0.001325519	7.57E-04	1551
PH2015_03D	PH2017_28_MFU_U_A	173	0.994893317	0.98946925	29390	62914	0.467145627	0.003402026	0.004531732	0.995726403	0.990195364	39	531	PH2015_03D_Oscillatoriales_45_235	PH2017_28_MFU_U_A_Oscillatoriales_45_48	0.98331916	<0.99	4640.944964	Old	1231.97407	Young	Old-Young	292376.0505	54498.255	0.001787846	8.70E-04	7.35E-04	5.36E-04	0.001053067	0.001261313	7.03E-04	492
PH2015_03D	PH2017_29_MFU_D_A	173	0.995091728	0.989308917	28830	64844	0.444605515	0.003195181	0.004224125	0.995845717	0.99004246	39	531	PH2015_03D_Oscillatoriales_45_235	PH2017_29_MFU_D_A_Oscillatoriales_45_141	0.98259693	<0.99	4640.944964	Old	1522.276053	Young	Old-Young	292376.0505	54498.255	0.001787846	8.70E-04	9.20E-04	6.77E-04	8.68E-04	0.00135402	7.73E-04	492
PH2015_03D	PH2017_30_WIL_O_A	174	0.995230624	0.989876675	28403	62351	0.455533993	0.003123291	0.004144216	0.995817392	0.990464464	39	80	PH2015_03D_Oscillatoriales_45_235	PH2017_30_WIL_O_A_Oscillatoriales_45_52	0.98391074	<0.99	4640.944964	Old	1286.254911	Young	Old-Young	286682.8061	49010.80105	0.001787846	8.70E-04	8.74E-04	6.63E-04	9.14E-04	0.001331074	7.66E-04	41
PH2015_03D	PH2017_31_RDM_U_A	174	0.995736553	0.990229149	24636	58726	0.419507544	0.002856878	0.004056304	0.996424846	0.990981354	39	31	PH2015_03D_Oscillatoriales_45_235	PH2017_31_RDM_U_A_Oscillatoriales_45_70	0.98343086	<0.99	4640.944964	Old	1172.734237	Young	Old-Young	20759.22013	10821.7822	0.001787846	8.70E-04	9.18E-04	7.70E-04	8.70E-04	0.001352776	8.20E-04	8
PH2015_03D	PH2017_32_RDM_D_A	174	0.995694224	0.990107741	25021	59576	0.419984558	0.002870789	0.00409729	0.996407086	0.990906493	39	31	PH2015_03D_Oscillatoriales_45_235	PH2017_32_RDM_D_A_Oscillatoriales_45_69	0.9833835	<0.99	4640.944964	Old	1247.253121	Young	Old-Young	20759.22013	10821.7822	0.001787846	8.70E-04	6.45E-04	5.03E-04	0.001143239	0.001216227	6.86E-04	8
PH2015_03D	PH2017_33_LGB_O_A	172	0.99576135	0.990196659	25048	59661	0.419838756	0.002812983	0.003843532	0.996194317	0.990667309	39	642	PH2015_03D_Oscillatoriales_45_235	PH2017_33_LGB_O_A_Oscillatoriales_45_77	0.98384976	<0.99	4640.944964	Old	1232.37615	Young	Old-Young	4321.808399	2938.159342	0.001787846	8.70E-04	6.54E-04	4.80E-04	0.001133364	0.001221164	6.75E-04	603
PH2015_03D	PH2017_34_RAT_O_A	174	0.996440087	0.990384691	20592	58952	0.349301126	0.002890089	0.004388855	0.99692221	0.991015446	39	50	PH2015_03D_Oscillatoriales_45_235	PH2017_34_RAT_O_A_Oscillatoriales_45_70	0.9837723	<0.99	4640.944964	Old	2525.868507	Old	Old-Old	15158.70278	11178.90889	0.001787846	8.70E-04	0.001515282	8.71E-04	2.73E-04	0.001651564	8.70E-04	11
PH2015_03D	PH2017_35_SFW_U_B	174	0.996046086	0.989894476	23257	62151	0.374201541	0.003009098	0.004313634	0.996624768	0.990729896	39	150	PH2015_03D_Oscillatoriales_45_235	PH2017_35_SFW_U_B_Oscillatoriales_45_107	0.98291826	<0.99	4640.944964	Old	2130.221482	Old	Old-Old	23588.00138	12835.90083	0.001787846	8.70E-04	0.001001671	6.19E-04	7.86E-04	0.001394759	7.44E-04	111
PH2015_03D	PH2017_36_ELK_O_B	174	0.995493231	0.989937488	25306	60665	0.417143328	0.003702389	0.00441206	0.996370584	0.990795161	39	1590	PH2015_03D_Oscillatoriales_45_235	PH2017_36_ELK_O_B_Oscillatoriales_45_119	0.98304623	<0.99	4640.944964	Old	1387.57915	Young	Old-Young	92437.37854	50331.63717	0.001787846	8.70E-04	7.31E-04	5.31E-04	0.001057245	0.001259224	7.00E-04	1551
PH2015_03D	PH2017_37_MFU_D_B	173	0.995135431	0.989444881	28615	64030	0.446899891	0.003082725	0.004144254	0.995918764	0.990204699	39	531	PH2015_03D_Oscillatoriales_45_235	PH2017_37_MFU_D_B_Oscillatoriales_45_91	0.98248833	<0.99	4640.944964	Old	1435.29268	Young	Old-Young	292376.0505	54498.255	0.001787846	8.70E-04	7.06E-04	4.93E-04	0.001082166	0.001246763	6.82E-04	492
PH2015_03D	PH2017_38_RDM_U_B	174	0.995725884	0.990065713	24837	59762	0.415598541	0.002858762	0.004147106	0.996339794	0.990888492	39	31	PH2015_03D_Oscillatoriales_45_235	PH2017_38_RDM_U_B_Oscillatoriales_45_76	0.9833243	<0.99	4640.944964	Old	1292.420143	Young	Old-Young	20759.22013	10821.7822	0.001787846	8.70E-04	8.44E-04	6.69E-04	9.44E-04	0.001315723	7.69E-04	8
PH2015_03D	PH2017_39_LGB_O_B	172	0.995790336	0.990323279	24886	59050	0.421439458	0.002799255	0.003683221	0.996192494	0.990722914	39	642	PH2015_03D_Oscillatoriales_45_235	PH2017_39_LGB_O_B_Oscillatoriales_45_65	0.98356485	<0.99	4640.944964	Old	1184.528593	Young	Old-Young	4321.808399	2938.159342	0.001787846	8.70E-04	7.25E-04	5.52E-04	0.001062815	0.001256439	7.11E-04	603
PH2015_03D	PH2017_40_RAT_O_B	174	0.996367333	0.990023586	21135	61350	0.344498778	0.00297334	0.004639899	0.996902421	0.990795112	39	50	PH2015_03D_Oscillatoriales_45_235	PH2017_40_RAT_O_B_Oscillatoriales_45_128	0.9836846	<0.99	4640.944964	Old	2792.179699	Old	Old-Old	15158.70278	11178.90889	0.001787846	8.70E-04	0.001378377	6.62E-04	4.09E-04	0.001583111	7.66E-04	11
PH2015_03U	PH2015_04D	174	0.999988346	0.997964842	60	12502	0.004799232	4.63E-05	0.001251871	1	0.998165374	39	39	PH2015_03U_Oscillatoriales_45_708	PH2015_04D_Oscillatoriales_45_965	0.99420196	0.99-0.995	4365.385925	Old	3015.200244	Old	Old-Old	305.0669364	299.4066088	0.001777253	7.73E-04	0.001405342	5.75E-04	3.72E-04	0.001591297	6.74E-04	0
PH2015_03U	PH2015_04U	174	0.999992923	0.997558654	43	15217	0.002825787	2.57E-05	0.001564945	1	0.997796661	39	39	PH2015_03U_Oscillatoriales_45_708	PH2015_04U_Oscillatoriales_45_1042	0.9930107	0.99-0.995	4365.385925	Old	3801.937384	Old	Old-Old	258.1671947	248.8137669	0.001777253	7.73E-04	0.001585863	6.92E-04	1.91E-04	0.001681558	7.32E-04	0
PH2015_03U	PH2015_05S	172	0.995367385	0.99012156	27825	60737	0.458122726	0.002753609	0.003976307	0.995681051	0.990517776	39	653	PH2015_03U_Oscillatoriales_45_708	PH2015_05S_Oscillatoriales_45_1152	0.9849843	<0.99	4365.385925	Old	1378.465329	Young	Old-Young	7835.133517	4150.70702	0.001777253	7.73E-04	9.32E-04	7.20E-04	8.45E-04	0.001354849	7.47E-04	614
PH2015_03U	PH2015_09S	174	0.99479792	0.989823113	31361	61737	0.507977388	0.002922678	0.004128833	0.995207128	0.990609003	39	531	PH2015_03U_Oscillatoriales_45_708	PH2015_09S_Oscillatoriales_45_247	0.9851226	<0.99	4365.385925	Old	975.7148854	Young	Old-Young	292353.143	54308.77173	0.001777253	7.73E-04	6.61E-04	4.76E-04	0.001116279	0.001219113	6.25E-04	492
PH2015_03U	PH2015_10S	174	0.996681297	0.988612738	18871	69965	0.269720575	0.002593577	0.004551524	0.997305246	0.989561521	39	951	PH2015_03U_Oscillatoriales_45_708	PH2015_10S_Oscillatoriales_46_199	0.9844503	<0.99	4365.385925	Old	5247.014018	Old	Old-Old	290528.8561	52787.83434	0.001777253	7.73E-04	0.002298106	0.001123644	5.21E-04	0.002037679	9.48E-04	912
PH2015_03U	PH2015_11S	174	0.994811115	0.989371283	29603	63821	0.463844189	0.003852664	0.004951107	0.995767467	0.99052881	39	96	PH2015_03U_Oscillatoriales_45_708	PH2015_11S_Oscillatoriales_45_847	0.9846522	<0.99	4365.385925	Old	960.8379139	Young	Old-Young	158868.2729	40156.165	0.001777253	7.73E-04	5.43E-04	4.60E-04	0.001234199	0.001160153	6.16E-04	57
PH2015_03U	PH2015_12D	174	0.994771067	0.989398732	31435	65861	0.477293087	0.003527961	0.004580807	0.995451195	0.990142539	39	160	PH2015_03U_Oscillatoriales_45_708	PH2015_12D_Oscillatoriales_45_607	0.9845036	<0.99	4365.385925	Old	573.3665219	Young	Old-Young	151529.7787	44200.29553	0.001777253	7.73E-04	5.44E-04	5.03E-04	0.001233288	0.001160608	6.38E-04	121
PH2015_03U	PH2015_12U	174	0.994769031	0.989329958	31458	66057	0.476225078	0.00353014	0.004607455	0.995445236	0.990109911	39	160	PH2015_03U_Oscillatoriales_45_708	PH2015_12U_Oscillatoriales_45_315	0.9845283	<0.99	4365.385925	Old	508.2295117	Young	Old-Young	151544.3492	44190.55754	0.001777253	7.73E-04	4.54E-04	4.28E-04	0.001323518	0.001115494	6.00E-04	121
PH2015_03U	PH2017_01_SCD_O_A	174	0.994793379	0.989825112	30441	61795	0.492612671	0.00332378	0.004256936	0.995394283	0.990495311	39	527	PH2015_03U_Oscillatoriales_45_708	PH2017_01_SCD_O_A_Oscillatoriales_45_88	0.985037	<0.99	4365.385925	Old	1291.750009	Young	Old-Young	545.4439841	383.5967839	0.001777253	7.73E-04	9.69E-04	7.87E-04	8.08E-04	0.001373282	7.80E-04	488
PH2015_03U	PH2017_02_FOX_O_A	174	0.995139879	0.989307466	26640	63255	0.421152478	0.004010574	0.005022023	0.99594846	0.990268639	39	2.8	PH2015_03U_Oscillatoriales_45_708	PH2017_02_FOX_O_A_Oscillatoriales_45_86	0.9848564	<0.99	4365.385925	Old	2253.392084	Old	Old-Old	23775.88908	12905.75941	0.001777253	7.73E-04	0.001173989	8.13E-04	6.03E-04	0.001475621	7.93E-04	36.2
PH2015_03U	PH2017_03_ELD_O_A	174	0.997535769	0.988194446	14095	71777	0.196372097	0.00248673	0.005432634	0.998085158	0.989206265	39	17	PH2015_03U_Oscillatoriales_45_708	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	0.9860748	<0.99	4365.385925	Old	7042.034548	Old	Old-Old	26852.55686	13470.47731	0.001777253	7.73E-04	0.003333966	0.002007313	0.001556714	0.002555609	0.001390183	22
PH2015_03U	PH2017_04_SCI_O_A	174	0.997317435	0.98851979	16127	71275	0.226264469	0.002102001	0.005125471	0.997776274	0.989610346	39	114	PH2015_03U_Oscillatoriales_45_708	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	0.9840618	<0.99	4365.385925	Old	6317.619856	Old	Old-Old	28838.03785	14343.97169	0.001777253	7.73E-04	0.003184929	0.001728745	0.001407676	0.002481091	0.001250899	75
PH2015_03U	PH2017_05_CCC_O_A	174	0.999973189	0.997492396	167	15430	0.010823072	8.17E-05	0.001437458	1	0.997782416	39	39	PH2015_03U_Oscillatoriales_45_708	PH2017_05_CCC_O_A_Oscillatoriales_45_72	0.9942431	0.99-0.995	4365.385925	Old	4027.236384	Old	Old-Old	326.5541386	312.0800003	0.001777253	7.73E-04	0.001857712	0.001021113	8.05E-05	0.001817482	8.97E-04	0
PH2015_03U	PH2017_06_SFM_O_A	174	0.997121364	0.988473816	15935	70180	0.227058991	0.00245692	0.004617637	0.99782622	0.989347912	39	40	PH2015_03U_Oscillatoriales_45_708	PH2017_06_SFM_O_A_s25_Oscillatoriales_45_22	0.9852169	<0.99	4365.385925	Old	6258.916131	Old	Old-Old	41775.99643	23162.61209	0.001777253	7.73E-04	0.002391344	0.001294336	6.14E-04	0.002084298	0.001033694	1
PH2015_03U	PH2017_07_MST_O_A	174	0.997620762	0.987767414	13555	76410	0.177398246	0.002332993	0.004994317	0.998245617	0.988843064	39	885	PH2015_03U_Oscillatoriales_45_708	PH2017_07_MST_O_A_s25_Oscillatoriales_45_20	0.9842298	<0.99	4365.385925	Old	8157.405328	Old	Old-Old	305099.7795	75657.46934	0.001777253	7.73E-04	0.003186694	0.001918175	0.001409441	0.002481973	0.001345614	846
PH2015_03U	PH2017_08_TRC_O_A	174	0.994392608	0.989162297	32730	65009	0.50346875	0.003501183	0.004513845	0.995092072	0.989847464	39	4.6	PH2015_03U_Oscillatoriales_45_708	PH2017_08_TRC_O_A_Oscillatoriales_45_117	0.98448265	<0.99	4365.385925	Old	1444.138446	Young	Old-Young	305486.3555	75434.91521	0.001777253	7.73E-04	7.73E-04	5.48E-04	0.00100383	0.001275337	6.60E-04	34.4
PH2015_03U	PH2017_09_SFU_O_A	172	0.995172081	0.989991032	28935	61349	0.47164583	0.002865216	0.004094841	0.995570326	0.990420644	39	1392	PH2015_03U_Oscillatoriales_45_708	PH2017_09_SFU_O_A_Oscillatoriales_45_144	0.985318	<0.99	4365.385925	Old	1321.772005	Young	Old-Young	75747.48252	38767.69203	0.001777253	7.73E-04	7.18E-04	5.35E-04	0.001058918	0.001247793	6.54E-04	1353
PH2015_03U	PH2017_13_LAR_U_A	174	0.994912686	0.989778849	28971	61163	0.473668721	0.003966048	0.004644472	0.995656442	0.990632658	39	228	PH2015_03U_Oscillatoriales_45_708	PH2017_13_LAR_U_A_Oscillatoriales_45_90	0.9850003	<0.99	4365.385925	Old	1271.109886	Young	Old-Young	119677.6958	65982.42432	0.001777253	7.73E-04	8.28E-04	6.38E-04	9.49E-04	0.00130282	7.06E-04	189
PH2015_03U	PH2017_14_LAR_D_A	174	0.994998052	0.989989855	28576	60052	0.47585426	0.003813326	0.00448318	0.995676911	0.990937352	39	228	PH2015_03U_Oscillatoriales_45_708	PH2017_14_LAR_D_A_Oscillatoriales_45_71	0.985032	<0.99	4365.385925	Old	1127.433189	Young	Old-Young	119677.6958	65982.42432	0.001777253	7.73E-04	9.86E-04	8.08E-04	7.91E-04	0.001381711	7.90E-04	189
PH2015_03U	PH2017_15_JOR_U_A	174	0.995522097	0.989678359	26656	62212	0.428470392	0.003095211	0.004734005	0.996071595	0.990827536	39	12.2	PH2015_03U_Oscillatoriales_45_708	PH2017_15_JOR_U_A_Oscillatoriales_45_73	0.9850148	<0.99	4365.385925	Old	1920.469587	Old	Old-Old	133420.0671	72423.01267	0.001777253	7.73E-04	9.96E-04	6.14E-04	7.82E-04	0.001386402	6.94E-04	26.8
PH2015_03U	PH2017_16_JOR_D_A	174	0.994695626	0.989163681	30461	65592	0.464401146	0.004019993	0.005210806	0.99570314	0.990349712	39	12.2	PH2015_03U_Oscillatoriales_45_708	PH2017_16_JOR_D_A_Oscillatoriales_45_142	0.9851645	<0.99	4365.385925	Old	1165.764845	Young	Old-Young	133420.0671	72423.01267	0.001777253	7.73E-04	6.74E-04	5.76E-04	0.001102922	0.001225791	6.75E-04	26.8
PH2015_03U	PH2017_17_BER_D_A	174	0.996426676	0.988920412	21856	68870	0.317351532	0.002378517	0.004951485	0.996881358	0.989591918	39	22	PH2015_03U_Oscillatoriales_45_708	PH2017_17_BER_D_A_Oscillatoriales_45_133	0.98206025	<0.99	4365.385925	Old	4599.262638	Old	Old-Old	126358.9782	69684.82478	0.001777253	7.73E-04	0.001668937	7.72E-04	1.08E-04	0.001723095	7.73E-04	17
PH2015_03U	PH2017_18_LLB_O_A	174	0.994609543	0.989473392	30064	61892	0.48574937	0.00396604	0.005008646	0.995517663	0.99045634	39	34.5	PH2015_03U_Oscillatoriales_45_708	PH2017_18_LLB_O_A_Oscillatoriales_45_52	0.98493	<0.99	4365.385925	Old	1145.794856	Young	Old-Young	207176.83	71030.52286	0.001777253	7.73E-04	6.36E-04	5.04E-04	0.00114162	0.001206443	6.38E-04	4.5
PH2015_03U	PH2017_19_SFW_U_A	174	0.996551862	0.989341583	20423	65777	0.310488469	0.002953104	0.004681723	0.997111525	0.990116504	39	150	PH2015_03U_Oscillatoriales_45_708	PH2017_19_SFW_U_A_Oscillatoriales_45_100	0.9834523	<0.99	4365.385925	Old	4325.579974	Old	Old-Old	23694.05656	12863.65921	0.001777253	7.73E-04	0.001324066	7.13E-04	4.53E-04	0.001550659	7.43E-04	111
PH2015_03U	PH2017_20_SFW_D_A	174	0.994970403	0.989820143	29395	61456	0.478309685	0.003398457	0.004660873	0.995615791	0.99070882	39	150	PH2015_03U_Oscillatoriales_45_708	PH2017_20_SFW_D_A_Oscillatoriales_45_54	0.9848793	<0.99	4365.385925	Old	1208.519385	Young	Old-Young	23694.05656	12863.65921	0.001777253	7.73E-04	8.67E-04	6.72E-04	9.11E-04	0.001321964	7.22E-04	111
PH2015_03U	PH2017_24_DOB_U_A	174	0.994699059	0.989259334	30106	64222	0.468780169	0.003984555	0.005124255	0.995743007	0.990482749	39	96	PH2015_03U_Oscillatoriales_45_708	PH2017_24_DOB_U_A_Oscillatoriales_45_109	0.9852678	<0.99	4365.385925	Old	981.74609	Young	Old-Young	158873.9719	40167.00859	0.001777253	7.73E-04	7.15E-04	6.35E-04	0.001062613	0.001245946	7.04E-04	57
PH2015_03U	PH2017_25_DOB_D_A	174	0.994688722	0.989239234	30096	64306	0.468012316	0.004020049	0.005168772	0.995753875	0.990464083	39	96	PH2015_03U_Oscillatoriales_45_708	PH2017_25_DOB_D_A_Oscillatoriales_45_118	0.98526895	<0.99	4365.385925	Old	984.5606522	Young	Old-Young	158873.9719	40167.00859	0.001777253	7.73E-04	7.26E-04	6.43E-04	0.00105131	0.001251598	7.08E-04	57
PH2015_03U	PH2017_26_ELK_O_A	174	0.994961371	0.989934939	28847	60632	0.47577187	0.003769279	0.00443823	0.995702144	0.990646672	39	1590	PH2015_03U_Oscillatoriales_45_708	PH2017_26_ELK_O_A_Oscillatoriales_45_70	0.98503464	<0.99	4365.385925	Old	1321.101872	Young	Old-Young	92543.43372	50279.3865	0.001777253	7.73E-04	8.63E-04	6.45E-04	9.14E-04	0.001320222	7.09E-04	1551
PH2015_03U	PH2017_28_MFU_U_A	173	0.994274727	0.989267448	32927	63975	0.514685424	0.003516875	0.00477137	0.994927434	0.990176268	39	531	PH2015_03U_Oscillatoriales_45_708	PH2017_28_MFU_U_A_Oscillatoriales_45_48	0.9849808	<0.99	4365.385925	Old	1231.97407	Young	Old-Young	292482.1057	54429.24492	0.001777253	7.73E-04	7.35E-04	5.36E-04	0.001042473	0.001256016	6.54E-04	492
PH2015_03U	PH2017_29_MFU_D_A	173	0.994485587	0.989142632	32385	65725	0.49273488	0.003325293	0.004534806	0.995150288	0.989806714	39	531	PH2015_03U_Oscillatoriales_45_708	PH2017_29_MFU_D_A_Oscillatoriales_45_141	0.984423	<0.99	4365.385925	Old	1522.276053	Young	Old-Young	292482.1057	54429.24492	0.001777253	7.73E-04	9.20E-04	6.77E-04	8.57E-04	0.001348723	7.25E-04	492
PH2015_03U	PH2017_30_WIL_O_A	174	0.994648685	0.98971439	31908	63130	0.505433233	0.003253952	0.004450902	0.995270696	0.990315826	39	80	PH2015_03U_Oscillatoriales_45_708	PH2017_30_WIL_O_A_Oscillatoriales_45_52	0.9854143	<0.99	4365.385925	Old	1286.254911	Young	Old-Young	286788.8613	48943.51221	0.001777253	7.73E-04	8.74E-04	6.63E-04	9.03E-04	0.001325777	7.18E-04	41
PH2015_03U	PH2017_31_RDM_U_A	174	0.995103947	0.989859694	28456	60109	0.473406645	0.002943942	0.004403387	0.995802474	0.990719547	39	31	PH2015_03U_Oscillatoriales_45_708	PH2017_31_RDM_U_A_Oscillatoriales_45_70	0.9851961	<0.99	4365.385925	Old	1172.734237	Young	Old-Young	20865.27532	10785.4496	0.001777253	7.73E-04	9.18E-04	7.70E-04	8.60E-04	0.00134748	7.72E-04	8
PH2015_03U	PH2017_32_RDM_D_A	174	0.995049212	0.989776158	28852	60859	0.47407943	0.002958643	0.004455349	0.995744371	0.990598079	39	31	PH2015_03U_Oscillatoriales_45_708	PH2017_32_RDM_D_A_Oscillatoriales_45_69	0.98510385	<0.99	4365.385925	Old	1247.253121	Young	Old-Young	20865.27532	10785.4496	0.001777253	7.73E-04	6.45E-04	5.03E-04	0.001132646	0.00121093	6.38E-04	8
PH2015_03U	PH2017_33_LGB_O_A	172	0.995173646	0.99009154	28505	60271	0.472947189	0.002876403	0.004030666	0.995627029	0.990681286	39	642	PH2015_03U_Oscillatoriales_45_708	PH2017_33_LGB_O_A_Oscillatoriales_45_77	0.9855845	<0.99	4365.385925	Old	1232.37615	Young	Old-Young	4427.863581	2904.42549	0.001777253	7.73E-04	6.54E-04	4.80E-04	0.00112277	0.001215867	6.26E-04	603
PH2015_03U	PH2017_34_RAT_O_A	174	0.995908152	0.990151357	24116	59905	0.402570737	0.002975676	0.004672368	0.996315685	0.991149205	39	50	PH2015_03U_Oscillatoriales_45_708	PH2017_34_RAT_O_A_Oscillatoriales_45_70	0.9858057	<0.99	4365.385925	Old	2525.868507	Old	Old-Old	15264.75796	11117.69249	0.001777253	7.73E-04	0.001515282	8.71E-04	2.62E-04	0.001646267	8.22E-04	11
PH2015_03U	PH2017_35_SFW_U_B	174	0.995446772	0.9896845	27243	63448	0.429375236	0.003107911	0.004750598	0.995941206	0.990476219	39	150	PH2015_03U_Oscillatoriales_45_708	PH2017_35_SFW_U_B_Oscillatoriales_45_107	0.9847657	<0.99	4365.385925	Old	2130.221482	Old	Old-Old	23694.05656	12863.65921	0.001777253	7.73E-04	0.001001671	6.19E-04	7.76E-04	0.001389462	6.96E-04	111
PH2015_03U	PH2017_36_ELK_O_B	174	0.994914683	0.989837223	29106	61236	0.475308642	0.003788791	0.004526459	0.995675865	0.990515782	39	1590	PH2015_03U_Oscillatoriales_45_708	PH2017_36_ELK_O_B_Oscillatoriales_45_119	0.98508495	<0.99	4365.385925	Old	1387.57915	Young	Old-Young	92543.43372	50279.3865	0.001777253	7.73E-04	7.31E-04	5.31E-04	0.001046652	0.001253927	6.52E-04	1551
